incident_id,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,attack_vector_primary,attack_vector_secondary,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_type,confidence_tier,incident_year,incident_month,incident_dow,days_to_discovery,days_to_disclosure,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,price_7d_before,price_disclosure_day,volume_avg_30d_baseline,sector_index,sector_return_same_period,earnings_announcement_within_7d,market_cap_at_disclosure,pre_incident_volatility_30d,severity_label
2022-1015-001,2908976434.72,GB,72,,29894,True,data_breach,,,,,"HR_systems,ERP,CRM,email,cloud_infrastructure",,verified_media,4,2022,10,5,9,95,3390233.09,estimated,,,,3252239.43,270500.84,,1513154.69,37.48,36.96,3715736.0,S&P 500 Consumer Discretionary,-12.419,False,19388175947.52,20.853,medium
2024-0205-001,1123034315.36,US,72,,18628,True,phishing,,,1000.0,mixed,"payment_systems,active_directory,SSO,HR_systems,manufacturing_OT",,verified_media,4,2024,2,0,3,16,4800000.0,disclosed,,,,3650421.34,689643.48,,,11.44,11.48,3824928.0,S&P 500 Consumer Discretionary,13.276,False,7068187170.4,13.157,medium
2021-1231-001,1057590862.74,CA,48-49,,5473,False,backdoor,phishing,probable,,,"SSO,payment_systems,SCADA,cloud_infrastructure",,cybersecurity_firm,3,2021,12,4,17,3,44493085.45,estimated,,,,31585158.01,2659895.28,,,,,,,,,,,critical
2025-0314-001,12362150212.23,CA,62,,100161,True,ddos,apt,unknown,,,"payment_systems,SCADA,cloud_infrastructure,file_servers,active_directory",172.23,verified_media,4,2025,3,4,63,5,304474.42,estimated,,,,103898.16,76463.62,,94186.68,143.61,131.45,1210954.0,S&P 500 Health Care,17.528,False,85953577543.07,27.387,low
2024-0908-001,873596943.58,GB,61,,7721,False,backdoor,,unknown,,,"customer_database,backup_systems,payment_systems",,verified_media,4,2024,9,6,90,16,5352126.11,estimated,,,,2159974.85,364959.3,,3088483.12,,,,,,,,,medium
2022-0314-001,2248394836.79,US,52,,6851,False,apt,,probable,5519019.0,PII,email,,company_pr,2,2022,3,0,8,53,57834427.45,estimated,,,,37926337.6,5025412.08,892431.82,45880151.11,,,,,,,,,critical
2022-1229-001,522258314.2,MX,92,,4973,False,malware,,confirmed,,,backup_systems,12.03,cybersecurity_firm,3,2022,12,3,15,35,62389614.91,estimated,,,,58538803.07,6703982.67,,,,,,,,,,,critical
2021-0910-001,33549773898.69,DK,62,,137859,True,ransomware,,,2527.0,credentials,"SCADA,customer_database,ERP,backup_systems,SSO",104.52,verified_media,4,2021,9,4,95,30,1800000.0,estimated,175437.05,,,1377956.2,113470.92,,2005123.4,,,,,,,,,low
2023-1222-001,139611656.63,FR,22,,433,False,ransomware,,suspected,26238.0,mixed,"VPN,HR_systems,SCADA,email,cloud_infrastructure",79.18,verified_media,4,2023,12,4,2,10,2399249.1,estimated,1704032.56,493295.71,FBI disclosure,850394.8,344292.38,,,,,,,,,,,low
2024-0401-001,9445560221.34,GB,56,,264247,False,ransomware,,,277339.0,mixed,"file_servers,VPN",13.06,verified_media,4,2024,4,0,2,46,2822601.57,calculated,1130253.2,,,3064121.26,862165.88,,,,,,,,,,,medium
2021-0918-001,216842252.4,DE,92,,1917,False,phishing,,probable,,,"active_directory,HR_systems,VPN,SCADA,SSO",,gdpr_notification,1,2021,9,5,12,50,1235374.24,estimated,,,,1061202.83,219687.47,,1389612.71,,,,,,,,,low
2021-0120-001,368847119.57,CA,21,,638,False,ransomware,,,20312.0,mixed,"backup_systems,payment_systems,email,SSO,CRM",,verified_media,4,2021,1,2,16,12,78022211.29,disclosed,1397414.98,804045.32,blockchain analysis,44863921.7,21170665.28,,,,,,,,,,,critical
2025-1220-001,11705036930.36,GB,31-33,,37301,False,data_breach,,,26158.0,IP,"SCADA,SSO,active_directory,VPN,website",,verified_media,4,2025,12,5,16,39,67000687.08,disclosed,,,,37654049.51,13890495.96,,18436574.74,,,,,,,,,critical
2021-0803-001,177073367.02,US,52,,685,False,ransomware,ddos,,8781.0,PII,"payment_systems,website,email,customer_database",296.19,gdpr_notification,1,2021,8,1,14,17,12600000.0,estimated,6327660.97,4967068.35,congressional testimony,8679748.8,2084033.69,,,,,,,,,,,high
2022-1118-001,9251385781.66,MX,53,,24935,True,apt,,confirmed,22483.0,mixed,"customer_database,payment_systems,website,manufacturing_OT",106.9,gdpr_notification,1,2022,11,4,19,63,55465777.57,disclosed,,,,21657367.68,7667777.46,,16007902.99,50.31,46.55,800554.0,S&P 500 Real Estate,2.485,False,28221464268.82,12.742,critical
2024-1115-001,485962113.37,US,51,,847,False,ransomware,data_breach,probable,24510.0,mixed,"email,ERP,website",164.12,verified_media,4,2024,11,4,11,20,180000.0,estimated,539978.36,,,115944.17,43591.97,121356.61,,,,,,,,,,low
2021-0711-001,4582351808.51,IN,44-45,,31015,True,supply_chain,apt,probable,,,manufacturing_OT,21.42,verified_media,4,2021,7,6,15,10,1324640.16,calculated,,,,459512.61,460449.91,,531607.01,42.82,41.64,7257598.0,S&P 500 Consumer Discretionary,-993.0,True,19783379178.44,14.676,low
2025-0603-001,1429714841.91,MX,42,21,3839,False,ransomware,,probable,296640.0,credentials,email,,cybersecurity_firm,3,2025,6,1,31,32,8212876.59,calculated,874375.19,422842.3,company statement,8164776.57,2262427.57,3186066.79,3333821.47,,,,,,,,,high
2025-0705-001,9098707244.55,GB,53,,36890,True,supply_chain,,,,,"SCADA,HR_systems,customer_database,email,ERP",1951.62,company_pr,2,2025,7,5,35,11,299673945.43,estimated,,,,200915825.22,93774013.27,,278215817.51,,,,,,,,,critical
2023-0607-001,1288786592.98,AU,52,71,4831,False,ransomware,,suspected,3817.0,PII,"SCADA,SSO,website,customer_database",809.29,sec_filing,1,2023,6,2,1,45,1168198.29,disclosed,1750339.43,,,740294.98,370372.2,,,,,,,,,,,low
2024-1224-001,84444966558.55,US,52,,198753,False,data_breach,,,950371.0,IP,"email,HR_systems,file_servers",,verified_media,4,2024,12,1,61,23,8635502.88,estimated,,,,9351151.62,2701791.53,,,,,,,,,,,high
2025-0828-001,83698192457.46,US,52,,370679,True,supply_chain,backdoor,,,,active_directory,,sec_filing,1,2025,8,3,4,97,4219506.44,calculated,,,,1511428.58,645448.34,,,357.85,348.02,297646.0,S&P 500 Financials,8.642,False,356055476699.05,33.138,medium
2024-0224-001,561014195.46,JP,51,,973,False,ransomware,,confirmed,54730.0,mixed,"CRM,ERP,payment_systems,backup_systems,SCADA",208.5,cybersecurity_firm,3,2024,2,5,11,65,9812198.17,estimated,343934.77,,,6845925.2,1910754.03,,10253348.27,,,,,,,,,high
2021-0317-001,20153961059.2,GB,44-45,,219647,True,apt,ddos,suspected,1000.0,mixed,"website,email,ERP,backup_systems",19.97,sec_filing,1,2021,3,2,10,32,42445466.2,disclosed,,,,15890448.89,8351804.75,,10770959.08,137.05,135.14,1980745.0,S&P 500 Consumer Discretionary,19.761,False,128872957005.83,3.897,critical
2021-0817-001,2964964626.61,US,44-45,62,34495,False,ransomware,supply_chain,suspected,4814.0,mixed,"backup_systems,VPN,payment_systems,HR_systems,manufacturing_OT",91.87,cybersecurity_firm,3,2021,8,1,60,10,2497978.75,calculated,497045.17,,,1355052.85,599354.91,,,,,,,,,,,low
2023-0618-001,1679705893.91,JP,51,61,4652,False,ransomware,,probable,29072.0,mixed,"SCADA,SSO,VPN",66.62,verified_media,4,2023,6,6,32,64,101556166.1,calculated,1826848.3,975203.63,blockchain analysis,90568463.4,9424518.11,,122787937.36,,,,,,,,,critical
2023-0918-001,1256819153.77,US,48-49,,5418,False,data_breach,,suspected,,,"CRM,manufacturing_OT,backup_systems,file_servers",,gdpr_notification,1,2023,9,0,91,22,7872549.84,calculated,,,,3196876.07,1100215.59,,6316200.45,,,,,,,,,medium
2024-0119-001,49602479.2,FR,62,31-33,364,False,malware,,probable,45596.0,financial,"active_directory,ERP",,sec_filing,1,2024,1,4,94,45,691577.24,disclosed,,,,469546.5,103296.78,106944.04,620663.88,,,,,,,,,low
2024-0718-002,117666689.77,GB,62,31-33,615,True,ransomware,,suspected,72588.0,IP,"cloud_infrastructure,ERP,VPN",133.52,sec_filing,1,2024,7,3,1,47,14400000.0,disclosed,3398573.15,764468.86,blockchain analysis,16361114.38,2561628.86,,5847397.77,7.83,7.58,726044.0,S&P 500 Health Care,-14.962,False,452899355.22,33.364,high
2023-0220-001,3109876651.3,US,44-45,,18523,False,data_breach,,,185765.0,PII,"file_servers,backup_systems,cloud_infrastructure,HR_systems,ERP",,verified_media,4,2023,2,0,5,34,29758054.48,disclosed,,,,13857126.91,2916316.62,48111084.09,,,,,,,,,,critical
2022-0127-001,386002286.79,AU,51,,1022,False,phishing,data_breach,,1146019.0,mixed,"CRM,customer_database,active_directory",,verified_media,4,2022,1,3,31,93,46320274.41,calculated,,,,38211219.9,12357353.3,,,,,,,,,,,critical
2023-0824-001,3393197926.28,IN,51,,8648,False,apt,phishing,suspected,101695.0,financial,"ERP,CRM,manufacturing_OT,customer_database",269.96,company_pr,2,2023,8,3,2,14,20682990.58,disclosed,,,,12380438.73,1992888.81,2748599.31,19717862.6,,,,,,,,,high
2022-0425-001,1259513234.94,BE,92,,14843,False,supply_chain,ddos,,,,"customer_database,ERP,website,SSO",,gdpr_notification,1,2022,4,0,3,19,15610626.26,estimated,,,,8920027.21,4609330.31,,17720524.69,,,,,,,,,high
2023-1009-001,48578250641.23,CH,51,,121295,True,data_breach,,suspected,73464.0,financial,file_servers,,cybersecurity_firm,3,2023,10,0,18,22,87100000.0,estimated,,,,42649702.33,10223463.41,,69691291.07,296.79,284.88,5178516.0,S&P 500 Information Technology,-19.376,False,301021116573.58,23.319,critical
2023-1230-001,622598311.4,AU,51,,1593,True,phishing,,confirmed,24550.0,mixed,"SSO,ERP,CRM,cloud_infrastructure,VPN",,gdpr_notification,1,2023,12,5,8,8,1472901.06,disclosed,,,,456421.57,475608.74,351407.78,,8.64,8.06,2001524.0,S&P 500 Information Technology,23.441,False,3841807928.89,39.802,low
2025-0907-001,36563845.84,US,54,,193,False,apt,supply_chain,,559177.0,health,SCADA,,sec_filing,1,2025,9,6,2,23,12066069.13,estimated,,,,8707356.05,2540326.57,,5598486.94,,,,,,,,,high
2025-1212-001,197106682.24,FR,62,,2426,False,apt,,,3364858.0,PII,"SCADA,active_directory",26.08,cybersecurity_firm,3,2025,12,4,18,52,10741328.46,disclosed,,,,4922024.98,1917489.15,1244249.43,10065837.66,,,,,,,,,high
2025-0220-001,1883762059.25,JP,22,,4166,True,supply_chain,,,,,HR_systems,64.9,gdpr_notification,1,2025,2,3,180,3,4800000.0,estimated,,,,4829623.93,809964.32,,,14.89,15.05,8426981.0,S&P 500 Utilities,-17.421,False,5653738417.22,31.301,medium
2025-1118-001,436944048.87,US,62,,4880,True,ransomware,ddos,,227736.0,IP,SCADA,96.91,company_pr,2,2025,11,1,94,12,2614493.96,disclosed,727441.52,,,1757908.91,512323.66,,1758274.7,13.83,13.17,680928.0,S&P 500 Health Care,-9.152,False,2221743056.12,1.883,low
2025-0509-001,47043518396.06,US,62,,438475,True,apt,phishing,probable,,,"SSO,file_servers,SCADA",40.41,company_pr,2,2025,5,4,6,49,110263729.37,disclosed,,,,57423843.02,12631289.01,,55398723.2,,,,,,,,,critical
2025-1210-001,189416510.56,JP,51,,633,True,trojan,,,813937.0,PII,"website,SCADA,email,payment_systems",,sec_filing,1,2025,12,2,6,20,977996.63,estimated,,,,906418.27,182273.65,,,,,,,,,,,low
2025-1219-001,2311636729.32,FR,72,,26070,True,ransomware,,suspected,51025.0,credentials,"cloud_infrastructure,ERP,customer_database,file_servers,VPN",39.54,sec_filing,1,2025,12,4,92,60,1800000.0,disclosed,46370456.39,,,661733.93,357087.11,1664339.81,1110115.96,34.09,32.91,1774448.0,S&P 500 Consumer Discretionary,2.622,False,5001037143.19,23.829,low
2022-0115-001,289070432.92,US,22,,1006,False,ransomware,,suspected,394094.0,PII,"website,payment_systems,backup_systems,active_directory",16.86,cybersecurity_firm,3,2022,1,5,18,18,18000000.0,disclosed,159387.06,,,10065253.84,916777.1,11721197.59,,,,,,,,,,high
2022-0620-001,67581877.51,DE,52,,158,False,phishing,,probable,115134.0,PII,"SCADA,email,cloud_infrastructure,website",,gdpr_notification,1,2022,6,0,91,100,2753289.72,calculated,,,,2916635.26,537735.25,,2916980.51,,,,,,,,,medium
2023-0116-001,511812112.08,SG,54,,1843,False,malware,,,8880469.0,credentials,"backup_systems,manufacturing_OT,customer_database,payment_systems",,gdpr_notification,1,2023,1,0,12,36,14758259.32,disclosed,,,,4538185.27,4843216.62,1936541.59,10357614.68,,,,,,,,,high
2022-0629-001,5440226346.48,PT,31-33,,18223,True,ransomware,supply_chain,,19879.0,mixed,cloud_infrastructure,,gdpr_notification,1,2022,6,2,94,38,5728372.4,estimated,1012754.28,,,4957831.53,1224435.03,,,,,,,,,,,medium
2023-0313-001,18764843673.93,IL,62,,109966,True,phishing,supply_chain,,15655.0,mixed,ERP,,sec_filing,1,2023,3,0,32,54,8992533.3,estimated,,,,6876029.32,1965900.65,,10656558.54,,,,,,,,,high
2025-1116-001,77492399.37,FR,62,51,415,False,phishing,trojan,suspected,5203.0,PII,"SSO,website",,verified_media,4,2025,11,6,30,5,93158.99,estimated,,,,67870.29,12763.79,,,,,,,,,,,low
2021-0802-001,53013440.4,CA,44-45,,357,False,ransomware,,unknown,11469312.0,mixed,"payment_systems,email,customer_database,file_servers",140.01,verified_media,4,2021,8,0,61,8,14313628.91,estimated,6311489.88,,,14282971.96,2971941.24,262529.37,5444454.92,,,,,,,,,high
2025-0202-001,36280230.44,US,54,,125,False,phishing,,probable,253301.0,financial,"manufacturing_OT,website,SSO,payment_systems,cloud_infrastructure",,company_pr,2,2025,2,6,3,4,4353627.65,estimated,,,,3447736.82,311674.18,1508240.18,,,,,,,,,,medium
2024-0311-001,63514125551.35,GB,44-45,,388347,True,ddos,,confirmed,,,"manufacturing_OT,file_servers,email,website,payment_systems",,gdpr_notification,1,2024,3,0,63,20,2243720.54,estimated,,,,2473988.06,504459.62,,,,,,,,,,,low
2025-1226-001,89373233.0,FR,31-33,,284,False,apt,,probable,49243.0,health,"active_directory,cloud_infrastructure,payment_systems",148.94,gdpr_notification,1,2025,12,4,60,15,5119285.75,disclosed,,,,3553590.95,1633789.43,,2543920.34,,,,,,,,,medium
2022-1002-001,409011049.14,IN,52,,1108,True,data_breach,malware,probable,18853.0,PII,"active_directory,cloud_infrastructure,HR_systems,ERP,VPN",,sec_filing,1,2022,10,6,30,63,79757154.58,estimated,,,,61744780.37,10389212.8,,26884545.88,13.21,11.66,5288540.0,S&P 500 Financials,-17.014,False,2029184633.26,29.812,critical
2025-1214-001,483890032.57,DE,92,,4203,False,data_breach,,,377861.0,mixed,"ERP,website,VPN",,cybersecurity_firm,3,2025,12,6,11,23,933636.3,estimated,,,,747793.73,161130.0,,1102812.98,,,,,,,,,low
2021-1217-001,1206339366.45,US,48-49,,5128,True,phishing,supply_chain,unknown,54963.0,credentials,"ERP,backup_systems,manufacturing_OT",,company_pr,2,2021,12,4,17,30,9402075.46,calculated,,,,8083196.8,922285.74,3686949.34,,11.34,11.13,4086077.0,S&P 500 Industrials,-6.541,False,2714516876.86,17.231,high
2021-0929-001,456009014.89,MY,71,,2182,False,data_breach,phishing,,,,"ERP,CRM,email,backup_systems,file_servers",,verified_media,4,2021,9,2,93,20,31666820.89,disclosed,,,,9721884.09,7217327.12,,15078487.35,,,,,,,,,high
2022-0910-001,15370303302.14,GB,92,71,140613,False,phishing,,suspected,,,"active_directory,manufacturing_OT",,gdpr_notification,1,2022,9,5,11,38,144816975.17,disclosed,,,,152769019.55,40036017.19,,,,,,,,,,,critical
2024-0302-001,8048202471.9,CA,48-49,,59433,True,ddos,,suspected,,,"CRM,ERP",55.71,cybersecurity_firm,3,2024,3,5,17,15,67982891.15,calculated,,,,22575253.22,16339629.87,,36142621.55,55.19,54.85,370906.0,S&P 500 Industrials,12.847,False,37232866639.79,12.896,critical
2023-0507-001,105038086.57,FR,62,,504,False,supply_chain,,probable,,,"SCADA,active_directory,HR_systems,website",29.7,verified_media,4,2023,5,6,30,12,6963985.26,estimated,,,,7118387.89,536754.83,,,,,,,,,,,medium
2023-0412-001,30158113950.05,US,51,,57888,True,trojan,data_breach,probable,261104.0,mixed,"ERP,manufacturing_OT,active_directory,cloud_infrastructure,email",,sec_filing,1,2023,4,2,184,17,1800000.0,estimated,,,,1726874.91,100883.26,,2211072.47,384.56,385.27,952508.0,S&P 500 Information Technology,-1.171,False,239922897016.51,31.827,low
2024-0113-001,1551319568.58,US,51,62,3017,False,phishing,,,,,"SCADA,website,ERP,customer_database",,company_pr,2,2024,1,5,8,21,1260757.06,estimated,,,,839513.99,65145.25,,,,,,,,,,,low
2023-1229-001,40112516843.5,US,92,51,617844,False,apt,,probable,230489.0,mixed,"HR_systems,VPN",46.06,sec_filing,1,2023,12,4,18,61,295644724.03,calculated,,,,187476590.83,68398984.06,,173777751.27,,,,,,,,,critical
2024-1002-001,9231932763.94,FI,92,,103974,False,phishing,backdoor,probable,608591.0,mixed,"file_servers,SCADA,VPN",,company_pr,2,2024,10,2,14,10,186668913.15,disclosed,,,,56449371.34,22316139.94,12870778.39,102917420.3,,,,,,,,,critical
2023-0609-001,315567696.4,AU,71,,1677,True,ddos,,,,,"manufacturing_OT,cloud_infrastructure,SSO,CRM",129.43,company_pr,2,2023,6,4,62,39,1838169.81,disclosed,,,,1064946.67,143804.7,,1861004.54,11.65,11.74,1146928.0,S&P 500 Communication Services,11.612,False,787576935.46,32.086,low
2025-0129-001,6758190236.75,NL,56,,228627,True,ddos,,,,,"SSO,HR_systems,file_servers",,sec_filing,1,2025,1,2,19,4,2381468.44,estimated,,,,1085167.04,652637.92,,1181743.62,62.58,60.46,376191.0,S&P 500,19.437,True,18531358972.47,32.675,low
2022-0313-001,381571305.56,AE,52,,1511,False,ransomware,supply_chain,probable,7443.0,financial,"email,SSO",10.56,verified_media,4,2022,3,6,33,10,1800000.0,estimated,3293647.31,,,1036166.52,342094.27,,1762697.33,,,,,,,,,low
2025-0510-001,48578250641.23,CH,51,,121295,True,backdoor,phishing,,,,"active_directory,VPN,payment_systems,SCADA",,company_pr,2,2025,5,5,34,24,412427438.13,estimated,,,,480033355.86,140677983.9,,,645.48,632.61,21908620.0,S&P 500 Information Technology,13.422,False,356425347558.88,34.594,critical
2023-1209-001,760011461.36,US,62,,3539,True,ransomware,data_breach,,1474963.0,mixed,"customer_database,cloud_infrastructure",19.05,gdpr_notification,1,2023,12,5,34,10,52066109.48,estimated,6134568.6,3248442.9,congressional testimony,36926475.03,10196721.4,,53133710.53,9.38,9.19,478373.0,S&P 500 Health Care,6.586,True,4734557506.24,2.365,critical
2023-0126-001,185852301.53,FR,44-45,61,1612,True,malware,,probable,8223.0,PII,"CRM,active_directory,website,customer_database,ERP",22.2,company_pr,2,2023,1,3,95,20,658157.1,disclosed,,,,776071.87,158842.49,,1019778.0,14.15,14.29,424173.0,S&P 500 Consumer Discretionary,-6.951,False,806626238.67,32.406,low
2024-1121-001,303618338.7,FR,48-49,,2120,False,ransomware,,,122513.0,financial,"active_directory,cloud_infrastructure,manufacturing_OT,email,file_servers",30.9,company_pr,2,2024,11,3,8,12,11012612.09,estimated,2791913.98,2230082.01,blockchain analysis,7054524.68,3685323.59,519104.39,6409895.12,,,,,,,,,high
2024-0629-001,116374357.95,US,31-33,,655,True,trojan,,,,,"manufacturing_OT,backup_systems,SSO",,company_pr,2,2024,6,5,63,64,1370720.75,disclosed,,,,1530482.09,226177.19,,,11.33,10.56,937190.0,S&P 500 Industrials,-8.034,False,691713135.04,2.331,low
2024-1105-001,414106058.1,US,54,51,1850,False,ransomware,ddos,,,,"backup_systems,CRM,manufacturing_OT",274.09,cybersecurity_firm,3,2024,11,1,61,8,111808635.69,estimated,5336881.32,,,109812447.09,25038827.75,,,,,,,,,,,critical
2022-0816-001,6378106796.04,US,54,,33772,True,ransomware,backdoor,unknown,36959.0,credentials,"cloud_infrastructure,CRM,backup_systems",7.78,sec_filing,1,2022,8,1,10,39,3980146.29,disclosed,9702761.93,7398507.79,court filing,3516613.89,1238759.55,,2969519.24,52.51,54.12,901782.0,S&P 500,6.886,False,39308094352.43,15.323,medium
2025-0127-001,35095220.87,ES,53,51,133,False,ransomware,phishing,,14696.0,PII,CRM,,gdpr_notification,1,2025,1,0,12,10,9475709.63,disclosed,23598436.79,,,4367502.86,2635491.85,,9574373.5,,,,,,,,,medium
2024-0320-001,372760483.25,SE,44-45,,4423,False,ddos,,,,,"VPN,active_directory,backup_systems,CRM,payment_systems",163.08,gdpr_notification,1,2024,3,2,8,47,7292301.03,estimated,,,,3867372.66,2185980.41,,4553579.44,,,,,,,,,medium
2023-0521-001,342868920.5,IN,23,,2013,False,apt,,,1000.0,credentials,"SCADA,active_directory,email,ERP,VPN",26.28,verified_media,4,2023,5,6,2,14,14521395.01,estimated,,,,8641070.85,3107223.4,,,,,,,,,,,high
2025-1225-001,326625998.19,US,31-33,,1374,True,apt,,probable,3392784.0,PII,"payment_systems,SCADA,CRM",,sec_filing,1,2025,12,3,32,95,819834.32,calculated,,,,828953.95,162001.59,,,13.44,12.06,422338.0,S&P 500 Industrials,1.547,False,1610312156.81,30.778,low
2022-1116-001,28961677805.62,MX,22,,54205,False,backdoor,,,,,"HR_systems,backup_systems,website,SCADA",,verified_media,3,2022,11,2,60,6,4826651.0,estimated,,,,3376518.54,1318557.62,,3555471.89,,,,,,,,,medium
2021-0331-001,4081108010.21,US,51,,16249,False,ransomware,apt,probable,731006.0,health,"email,backup_systems,active_directory,VPN",170.79,verified_media,4,2021,3,2,18,46,31524242.29,estimated,11058929.85,5939638.34,blockchain analysis,30508216.08,9239626.24,,,,,,,,,,,critical
2021-0713-001,46519235994.21,CA,62,,384763,True,ransomware,,confirmed,298173.0,mixed,"cloud_infrastructure,customer_database,SCADA,HR_systems,email",28.59,sec_filing,1,2021,7,1,65,32,27139094.5,disclosed,13448067.25,,,15036952.68,6364236.15,,24998980.65,675.9,698.93,9776689.0,S&P 500 Health Care,17.397,False,189750259613.78,10.351,high
